date,value
2014-01-01,11.8765
2014-04-01,12.6145
2014-07-01,12.7534
2014-10-01,12.6056
2015-01-01,12.301
2015-04-01,12.0723
2015-07-01,11.7637
2015-10-01,11.1447
2016-01-01,11.5751
2016-04-01,11.3339
2016-07-01,11.3893
2016-10-01,11.4427
2017-01-01,11.3855
2017-04-01,11.275
2017-07-01,11.4107
2017-10-01,11.469
2018-01-01,11.437
2018-04-01,11.5921
2018-07-01,11.4225
2018-10-01,11.4896
2019-01-01,11.3922
2019-04-01,11.496
2019-07-01,11.5927
2019-10-01,11.5315
2020-01-01,10.3545
2020-04-01,10.5498
2020-07-01,12.9981
2020-10-01,11.4429
2021-01-01,12.5314
2021-04-01,13.436
2021-07-01,13.2095
2021-10-01,13.1156
2022-01-01,12.5119
2022-04-01,13.0471
2022-07-01,13.1564
2022-10-01,12.8945
2023-01-01,13.0623
2023-04-01,12.9734
2023-07-01,13.2128
2023-10-01,13.3855
2024-01-01,12.953
2024-04-01,13.1427
2024-07-01,12.8986
2024-10-01,13.4324
2025-01-01,13.1219
2025-04-01,12.9928
2025-07-01,13.3332
2025-10-01,13.9491
2026-01-01,14.0193
2026-04-01,14.9709
