date,value
2017-10-01,16.101
2018-01-01,14.971
2018-04-01,14.9501
2018-07-01,16.1649
2018-10-01,13.8528
2019-01-01,15.5696
2019-04-01,15.8441
2019-07-01,15.7021
2019-10-01,16.5336
2020-01-01,13.9784
2020-04-01,18.5927
2020-07-01,14.9104
2020-10-01,18.0243
2021-01-01,17.4063
2021-04-01,16.9268
2021-07-01,17.0049
2021-10-01,18.3869
2022-01-01,17.5075
2022-04-01,13.4185
2022-07-01,13.226
2022-10-01,14.5462
2023-01-01,14.429
2023-04-01,15.4072
2023-07-01,14.2567
2023-10-01,15.4255
2024-01-01,16.6919
2024-04-01,16.7718
2024-07-01,17.8153
2024-10-01,16.9968
2025-01-01,17.8009
2025-04-01,19.449
2025-07-01,19.5654
2025-10-01,18.9502
2026-01-01,17.5948
